FeeCategoryName,ItemName,RevenueCategoryName,Amount,AmountWithNoTax,TaxTotal,OrgMemberId,OrgMemberFamilyId,MemberFullName,MembershipName,Start,End,CourtLabels,InstructorNames,PaymentType,TransactionType,TransactionId,TransactionDate,PaidDate,FamilyName,ItemCost
Event Registration,Invitation Only Group - 4.25 Open Play,Organized Play Fees (6004),17.0,17.0,0.0,4887229,,REDACTED,DROP IN (FREE Membership - $10 When You Come),2025-06-05T20:00:00,2025-06-05T23:00:00,Court #2,,Credit Card,Fee,61975799,2025-06-04T02:46:47.923,2025-06-05T21:31:26.71,REDACTED,
Membership Fee,Membership Dues,Membership Sales (6001),106.62,100.0,6.62,4121929,,REDACTED,Basic Membership,2025-06-09T12:13:33.777,2025-07-08T13:13:33.777,,,Credit Card,Fee,61977774,2025-06-04T04:11:59.59,2025-06-09T04:29:57.093,REDACTED,
Membership Fee,Membership Dues,Membership Sales (6001),26.66,25.0,1.65,4322512,,REDACTED,(MONTHLY) Bread & Butter - ($25 + Tax),2025-06-08T18:22:04.483,2025-07-07T19:22:04.483,,,Credit Card,Fee,61977775,2025-06-04T04:12:00.493,2025-06-08T04:29:19.887,REDACTED,
Membership Fee,Membership Dues,Membership Sales (6001),106.62,100.0,6.62,5159887,,REDACTED,Basic Membership,2025-06-09T13:00:23.793,2025-07-08T14:00:23.793,,,Credit Card,Fee,61977778,2025-06-04T04:12:01.36,2025-06-09T04:30:00.94,REDACTED,
Membership Fee,Membership Dues,Membership Sales (6001),26.66,25.0,1.65,5491946,,REDACTED,(MONTHLY) Bread & Butter - ($25 + Tax),2025-06-09T00:00:00,2025-07-08T01:00:00,,,Credit Card,Fee,61977785,2025-06-04T04:12:03.943,2025-06-08T04:29:22.613,REDACTED,
Membership Fee,Membership Dues,Membership Sales (6001),26.66,25.0,1.65,5491963,,REDACTED,(MONTHLY) Bread & Butter - ($25 + Tax),2025-06-09T00:00:00,2025-07-08T01:00:00,,,Credit Card,Fee,61977789,2025-06-04T04:12:05.003,2025-06-08T04:29:23.91,REDACTED,
Membership Fee,Membership Dues,Membership Sales (6001),26.66,25.0,1.65,6464013,,REDACTED,,2025-06-08T16:17:18.827,2025-07-07T17:17:18.827,,,Credit Card,Fee,61977791,2025-06-04T04:12:06.36,2025-06-08T04:29:25.273,REDACTED,
Event Registration,Low Advanced - 3.75+ Open Play,Organized Play Fees (6004),5.0,5.0,0.0,4236767,,REDACTED,Sweet & Sour,2025-06-06T07:00:00,2025-06-06T09:00:00,"Court #5, Court #6",,Credit Card,Fee,61981336,2025-06-04T07:31:45.427,2025-06-06T07:13:45.537,REDACTED,
Event Registration,Low Advanced - 3.75+ Open Play,Organized Play Fees (6004),27.0,27.0,0.0,5269743,,REDACTED,DROP IN (FREE Membership - $10 When You Come),2025-06-05T17:30:00,2025-06-05T19:30:00,"Court #7, Court #8",,Credit Card,Fee,61983990,2025-06-04T08:22:12.057,2025-06-05T17:33:29.103,REDACTED,
Event Registration, High Intermediate - 3.5 - 3.5+ Open Play,Organized Play Fees (6004),17.0,17.0,0.0,3653327,,REDACTED,The Founders,2025-06-04T09:00:00,2025-06-04T11:00:00,"Court #4, Court #5",,Credit Card,Fee,61986238,2025-06-04T09:01:47.607,2025-06-04T10:04:07.977,REDACTED,
Event Registration, High Intermediate - 3.5 - 3.5+ Open Play,Organized Play Fees (6004),10.0,10.0,0.0,5850111,,REDACTED,Hollys Group,2025-06-04T09:00:00,2025-06-04T11:00:00,"Court #4, Court #5",,Credit Card,Fee,61987835,2025-06-04T09:22:11.96,2025-06-04T09:57:50.677,REDACTED,
Event Registration,Intermediate - 3.0 - 3.5 Open Play,Organized Play Fees (6004),17.0,17.0,0.0,4893693,,REDACTED,Sweet & Sour - Seniors,2025-06-05T18:00:00,2025-06-05T20:00:00,"Court #3, Court #4",,Credit Card,Fee,61991177,2025-06-04T09:52:43.36,2025-06-05T17:32:16.843,REDACTED,
Event Registration, High Intermediate - Ladies Night High Intermediate,Organized Play Fees (6004),5.0,5.0,0.0,4656960,,REDACTED,Basic Membership w. Payment Plan,2025-06-04T17:30:00,2025-06-04T19:30:00,"Court #1, Court #2, Court #3",,Credit Card,Fee,61993327,2025-06-04T10:11:35.517,2025-06-04T18:01:08.09,REDACTED,
Reservation,Reserve Court: Doubles,Court Fees (6002),10.0,10.0,0.0,5805269,,REDACTED,(MONTHLY) Bread & Butter - ($25 + Tax),2025-06-08T09:00:00,2025-06-08T10:00:00,Court #2,,Credit Card,Fee,61993854,2025-06-04T10:15:02.137,2025-06-08T09:03:36.537,REDACTED,
Reservation,Reserve Court: Doubles,Court Fees (6002),10.0,10.0,0.0,6497364,1893425.0,REDACTED,(MONTHLY) Bread & Butter - ($25 + Tax),2025-06-08T09:00:00,2025-06-08T10:00:00,Court #2,,Credit Card,Fee,61993855,2025-06-04T10:15:02.16,2025-06-08T09:03:42.323,REDACTED,
Reservation,Reserve Court: Doubles,Court Fees (6002),10.0,10.0,0.0,6445006,,REDACTED,(MONTHLY) Bread & Butter - ($25 + Tax),2025-06-08T09:00:00,2025-06-08T10:00:00,Court #2,,Credit Card,Fee,61993856,2025-06-04T10:15:02.183,2025-06-08T09:16:39.977,REDACTED,
Event Registration,Intermediate - 3.0 - 3.5 Open Play,Organized Play Fees (6004),27.0,27.0,0.0,7099716,,REDACTED,DROP IN (FREE Membership - $10 When You Come),2025-06-04T17:30:00,2025-06-04T19:30:00,"Court #5, Court #6",,Credit Card,Fee,61995723,2025-06-04T10:35:38.493,2025-06-04T17:51:14.58,REDACTED,
Reservation,Reserve Court: Doubles,Court Fees (6002),20.0,20.0,0.0,4376015,,REDACTED,DROP IN (FREE Membership - $10 When You Come),2025-06-04T11:00:00,2025-06-04T13:00:00,Court #1,,Credit Card,Fee,61997321,2025-06-04T10:55:13.643,2025-06-04T13:26:43.983,REDACTED,
POS,Equipment - Wilson Overgrip,Other POS (6006),2.13,2.0,0.13,3695303,,REDACTED,The Founders,2025-06-04T11:06:40.457,2025-06-04T11:06:40.457,,,Credit Card,Fee,61998541,2025-06-04T11:06:40.457,2025-06-04T11:06:40.457,REDACTED,2.0
Event Registration,Barry F Coached Clinic - Shot of the Month Vol. 4 - Defending Lobs,Lesson Fees (6003),20.0,20.0,0.0,5135797,,REDACTED,DROP IN (FREE Membership - $10 When You Come),2025-06-08T10:00:00,2025-06-08T11:00:00,Court #1,B. Friedman,Credit Card,Fee,62001737,2025-06-04T11:35:34.83,2025-06-08T07:38:15.813,REDACTED,
Event Registration,Intermediate - 3.0 - 3.5 Open Play,Organized Play Fees (6004),27.0,27.0,0.0,5135797,,REDACTED,DROP IN (FREE Membership - $10 When You Come),2025-06-08T11:00:00,2025-06-08T13:00:00,Court #7,,Credit Card,Fee,62001808,2025-06-04T11:36:13.473,2025-06-08T11:54:32.427,REDACTED,
Event Registration,All Levels w/ Challenge Court - All Levels Open Play,Organized Play Fees (6004),15.0,15.0,0.0,4323358,,REDACTED,Sweet & Sour,2025-06-04T13:00:00,2025-06-04T15:00:00,"Court #5, Court #6, Court #7, Court #8",,Credit Card,Fee,62005887,2025-06-04T12:20:17.97,2025-06-04T13:01:10.523,REDACTED,
Reservation,Reserve Court: Doubles,Court Fees (6002),5.0,5.0,0.0,3633785,1983047.0,REDACTED,Basic - Founders w/ Payment,2025-06-04T11:00:00,2025-06-04T13:00:00,Court #1,,Credit Card,Fee,62011468,2025-06-04T13:26:02.813,2025-06-04T13:26:50.047,REDACTED,
POS,Drinks - Red Bull,Other POS (6006),3.0,3.0,0.0,4323358,,REDACTED,Sweet & Sour,2025-06-04T14:41:46.747,2025-06-04T14:41:46.747,,,Credit Card,Fee,62017931,2025-06-04T14:41:46.747,2025-06-04T14:41:46.747,REDACTED,0.0
Event Registration,Private Event - Glenn's Private Group,Court Fees (6002),13.0,13.0,0.0,3766672,,REDACTED,The Founders,2025-06-05T11:00:00,2025-06-05T13:00:00,"Court #3, Court #4, Court #5",,Credit Card,Fee,62027777,2025-06-04T16:34:11.763,2025-06-05T11:08:58.487,REDACTED,
Event Registration, High Intermediate - 3.5 - 3.5+ Open Play,Organized Play Fees (6004),17.0,17.0,0.0,4336460,,REDACTED,Sweet & Sour,2025-06-10T18:00:00,2025-06-10T20:00:00,"Court #4, Court #5",,Credit Card,Fee,62032086,2025-06-04T17:20:41.25,2025-06-10T17:50:28.647,REDACTED,
POS,Equipment - Paddle Demo Program Month,Other POS (6006),10.66,10.0,0.66,4322796,,REDACTED,Sweet & Sour,2025-06-04T17:37:28.233,2025-06-04T17:37:28.233,,,Credit Card,Fee,62033557,2025-06-04T17:37:28.233,2025-06-04T17:37:28.233,REDACTED,0.0
Event Registration, High Intermediate - 3.5 - 3.5+ Open Play,Organized Play Fees (6004),17.0,17.0,0.0,6740817,,REDACTED,The Founders,2025-06-07T11:00:00,2025-06-07T13:00:00,Court #6,,Credit Card,Fee,62038216,2025-06-04T18:26:05.897,2025-06-07T10:53:27.553,REDACTED,
Event Registration,Cross Club Events - (4.5-5.4) Cross Club League Play Offs - The Pickle Jar,Court Fees (6002),28.0,28.0,0.0,3633753,,REDACTED,The Founders,2025-06-04T19:30:00,2025-06-04T22:30:00,"Court #1, Court #2, Court #3, Court #4",,Credit Card,Fee,62039368,2025-06-04T18:38:52.397,2025-06-19T17:46:19.993,REDACTED,
Event Registration,Cross Club Events - (4.5-5.4) Cross Club League Play Offs - The Pickle Jar,Court Fees (6002),28.0,28.0,0.0,5243824,,REDACTED,DROP IN (FREE Membership - $10 When You Come),2025-06-04T19:30:00,2025-06-04T22:30:00,"Court #1, Court #2, Court #3, Court #4",,Credit Card,Fee,62039369,2025-06-04T18:38:52.443,2025-06-19T17:48:42.383,REDACTED,
Event Registration,Cross Club Events - (4.5-5.4) Cross Club League Play Offs - The Pickle Jar,Court Fees (6002),28.0,28.0,0.0,3633754,,REDACTED,Coaches Deal,2025-06-04T19:30:00,2025-06-04T22:30:00,"Court #1, Court #2, Court #3, Court #4",,Credit Card,Fee,62039373,2025-06-04T18:38:53.183,2025-06-19T17:46:22.243,REDACTED,
Event Registration,Cross Club Events - (4.5-5.4) Cross Club League Play Offs - The Pickle Jar,Court Fees (6002),28.0,28.0,0.0,6947730,1162856.0,REDACTED,DROP IN (FREE Membership - $10 When You Come),2025-06-04T19:30:00,2025-06-04T22:30:00,"Court #1, Court #2, Court #3, Court #4",,Credit Card,Fee,62039375,2025-06-04T18:38:53.547,2025-06-19T17:48:30.59,REDACTED,
Event Registration, High Intermediate - 3.5 - 3.5+ Open Play,Organized Play Fees (6004),17.0,17.0,0.0,4289939,,REDACTED,Basic Membership w. Payment Plan,2025-06-05T11:00:00,2025-06-05T13:00:00,Court #2,,Credit Card,Fee,62039906,2025-06-04T18:44:09.673,2025-06-05T11:09:44.487,REDACTED,
Event Registration, High Intermediate - 3.5 - 3.5+ Open Play,Organized Play Fees (6004),5.0,5.0,0.0,3633419,,REDACTED,Premium Membership w. Payment Plan,2025-06-05T11:00:00,2025-06-05T13:00:00,Court #2,,Credit Card,Fee,62040074,2025-06-04T18:46:12.397,2025-06-05T11:09:50.837,REDACTED,
Event Registration,Cross Club Events - (3.5-3.99) Cross Club League Play Offs - The Pickle Jar,Court Fees (6002),270.0,270.0,0.0,5922309,,REDACTED,DROP IN (FREE Membership - $10 When You Come),2025-06-04T19:30:00,2025-06-04T22:30:00,"Court #5, Court #6, Court #7, Court #8",,Credit Card,Fee,62040268,2025-06-04T18:47:55.667,2025-06-07T03:06:16.017,REDACTED,
Event Registration,Cross Club Events - (3.5-3.99) Cross Club League Play Offs - The Pickle Jar,Court Fees (6002),27.0,27.0,0.0,5887442,1525383.0,REDACTED,Premium Membership w. Payment Plan,2025-06-04T19:30:00,2025-06-04T22:30:00,"Court #5, Court #6, Court #7, Court #8",,Credit Card,Fee,62040272,2025-06-04T18:47:55.887,2025-06-19T17:49:14.77,REDACTED,
Event Registration,Cross Club Events - (3.5-3.99) Cross Club League Play Offs - The Pickle Jar,Court Fees (6002),27.0,27.0,0.0,4971642,1471975.0,REDACTED,Basic Membership w. Payment Plan,2025-06-04T19:30:00,2025-06-04T22:30:00,"Court #5, Court #6, Court #7, Court #8",,Credit Card,Fee,62040274,2025-06-04T18:47:55.933,2025-06-19T17:48:32.553,REDACTED,
Event Registration,Cross Club Events - (3.5-3.99) Cross Club League Play Offs - The Pickle Jar,Court Fees (6002),27.0,27.0,0.0,4571450,,REDACTED,Bread & Butter Annual ($270 + Tax),2025-06-04T19:30:00,2025-06-04T22:30:00,"Court #5, Court #6, Court #7, Court #8",,Credit Card,Fee,62040275,2025-06-04T18:47:55.993,2025-06-19T17:48:09.25,REDACTED,
Event Registration,Cross Club Events - (3.5-3.99) Cross Club League Play Offs - The Pickle Jar,Court Fees (6002),27.0,27.0,0.0,4226849,1573327.0,REDACTED,Basic Membership w. Payment Plan,2025-06-04T19:30:00,2025-06-04T22:30:00,"Court #5, Court #6, Court #7, Court #8",,Credit Card,Fee,62040276,2025-06-04T18:47:56.06,2025-06-11T10:19:30.56,REDACTED,
Event Registration,Cross Club Events - (3.5-3.99) Cross Club League Play Offs - The Pickle Jar,Court Fees (6002),27.0,27.0,0.0,4215138,1662306.0,REDACTED,Basic Membership w. Payment Plan,2025-06-04T19:30:00,2025-06-04T22:30:00,"Court #5, Court #6, Court #7, Court #8",,Credit Card,Fee,62040277,2025-06-04T18:47:56.11,2025-06-19T17:47:07.933,REDACTED,
Event Registration,Cross Club Events - (3.5-3.99) Cross Club League Play Offs - The Pickle Jar,Court Fees (6002),27.0,27.0,0.0,3633987,,REDACTED,Premium Membership w. Payment Plan,2025-06-04T19:30:00,2025-06-04T22:30:00,"Court #5, Court #6, Court #7, Court #8",,Credit Card,Fee,62040278,2025-06-04T18:47:56.17,2025-06-08T15:20:15.983,REDACTED,
Event Registration,Cross Club Events - (3.5-3.99) Cross Club League Play Offs - The Pickle Jar,Court Fees (6002),27.0,27.0,0.0,4718604,,REDACTED,Basic Membership w. Payment Plan,2025-06-04T19:30:00,2025-06-04T22:30:00,"Court #5, Court #6, Court #7, Court #8",,Credit Card,Fee,62040279,2025-06-04T18:47:56.247,2025-06-19T17:48:21.707,REDACTED,
Event Registration,Cross Club Events - (3.5-3.99) Cross Club League Play Offs - The Pickle Jar,Court Fees (6002),27.0,27.0,0.0,5863230,2050851.0,REDACTED,Premium Membership w. Payment Plan,2025-06-04T19:30:00,2025-06-04T22:30:00,"Court #5, Court #6, Court #7, Court #8",,Credit Card,Fee,62040280,2025-06-04T18:47:56.31,2025-06-19T17:49:10.003,REDACTED,
Event Registration,Cross Club Events - (3.5-3.99) Cross Club League Play Offs - The Pickle Jar,Court Fees (6002),27.0,27.0,0.0,4177855,,REDACTED,Basic Membership w. Payment Plan,2025-06-04T19:30:00,2025-06-04T22:30:00,"Court #5, Court #6, Court #7, Court #8",,Credit Card,Fee,62040281,2025-06-04T18:47:56.45,2025-06-19T17:47:00.667,REDACTED,
Event Registration,Private Event - Glenn's Private Group,Court Fees (6002),5.0,5.0,0.0,4010709,940128.0,REDACTED,Basic Membership w. Payment Plan,2025-06-05T11:00:00,2025-06-05T13:00:00,"Court #3, Court #4, Court #5",,Credit Card,Fee,62040694,2025-06-04T18:52:11.947,2025-06-05T11:09:33.457,REDACTED,
Event Registration, High Intermediate - 3.5 - 3.5+ Open Play,Organized Play Fees (6004),17.0,17.0,0.0,4152882,,REDACTED,Bread & Butter Annual ($270 + Tax),2025-06-05T11:00:00,2025-06-05T13:00:00,Court #2,,Credit Card,Fee,62041815,2025-06-04T19:03:01.717,2025-06-05T11:10:19.193,REDACTED,
Event Registration,Private Event - Glenn's Private Group,Court Fees (6002),5.0,5.0,0.0,3633556,,REDACTED,Basic - Founders w/ Payment,2025-06-05T11:00:00,2025-06-05T13:00:00,"Court #3, Court #4, Court #5",,Credit Card,Fee,62042470,2025-06-04T19:09:34.083,2025-06-05T11:09:06.077,REDACTED,
Event Registration,Intermediate - 3.0 - 3.5 Open Play,Organized Play Fees (6004),17.0,17.0,0.0,4322796,,REDACTED,Sweet & Sour,2025-06-07T11:00:00,2025-06-07T13:00:00,"Court #7, Court #8",,Credit Card,Fee,62049992,2025-06-04T20:43:22,2025-06-07T10:38:28.887,REDACTED,
Event Registration,Advanced - 4.0 Open Play,Organized Play Fees (6004),5.0,5.0,0.0,4702177,,REDACTED,(MONTHLY) Bread & Butter - ($25 + Tax),2025-06-06T07:00:00,2025-06-06T09:00:00,"Court #3, Court #4",,Credit Card,Fee,62054566,2025-06-04T21:52:12.69,2025-06-06T07:12:10.043,REDACTED,
Reservation,Reserve Court: Singles,Court Fees (6002),30.0,30.0,0.0,4361179,,REDACTED,DROP IN (FREE Membership - $10 When You Come),2025-06-04T16:00:00,2025-06-04T17:00:00,Court #3,,Credit Card,Fee,62056720,2025-06-04T22:32:26.487,2025-06-04T22:33:22.137,REDACTED,
Reservation,Reserve Court: Singles,Court Fees (6002),8.0,8.0,0.0,6217723,,REDACTED,DROP IN (FREE Membership - $10 When You Come),2025-06-04T16:00:00,2025-06-04T17:00:00,Court #3,,Credit Card,Fee,62056721,2025-06-04T22:32:26.487,2025-06-04T22:33:30.477,REDACTED,
Reservation,Reserve Court: Singles,Court Fees (6002),27.0,27.0,0.0,6217723,,REDACTED,DROP IN (FREE Membership - $10 When You Come),2025-06-04T16:00:00,2025-06-04T17:00:00,Court #3,,Account Credit,Fee,62056721,2025-06-04T22:32:26.487,2025-06-04T22:33:30.477,REDACTED,
POS,Drinks - Starbucks Frappuccino ,Other POS (6006),5.0,5.0,0.0,4361179,,REDACTED,DROP IN (FREE Membership - $10 When You Come),2025-06-04T22:32:59.1,2025-06-04T22:32:59.1,,,Credit Card,Fee,62056753,2025-06-04T22:32:59.1,2025-06-04T22:32:59.1,REDACTED,0.0
Event Registration,Low Advanced - 3.75+ Open Play,Organized Play Fees (6004),17.0,17.0,0.0,5491946,,REDACTED,(MONTHLY) Bread & Butter - ($25 + Tax),2025-06-05T18:00:00,2025-06-05T20:00:00,"Court #1, Court #2",,Credit Card,Fee,62059598,2025-06-04T23:48:59.953,2025-06-05T17:31:10.627,REDACTED,
Event Registration,Low Advanced - 3.75+ Open Play,Organized Play Fees (6004),17.0,17.0,0.0,5756648,,REDACTED,(MONTHLY) Bread & Butter - ($25 + Tax),2025-06-05T18:00:00,2025-06-05T20:00:00,"Court #1, Court #2",,Credit Card,Fee,62059599,2025-06-04T23:48:59.987,2025-06-05T17:30:36.01,REDACTED,
Account Recurring Fee,Recurring Fee - Paddle Demo Program,Other POS (6006),10.66,10.0,0.66,4280704,992516.0,REDACTED,Sweet & Sour,2025-06-07T01:00:00,2025-07-06T01:00:00,,,Credit Card,Fee,62061410,2025-06-05T01:31:10.23,2025-06-19T17:47:23.833,REDACTED,
Membership Fee,Membership Dues,Membership Sales (6001),26.66,25.0,1.65,4403131,,REDACTED,(MONTHLY) Bread & Butter - ($25 + Tax),2025-06-10T00:00:00,2025-07-09T01:00:00,,,Credit Card,Fee,62063476,2025-06-05T04:04:44.33,2025-06-09T04:29:58.58,REDACTED,
Membership Fee,Membership Dues,Membership Sales (6001),26.66,25.0,1.65,5491957,,REDACTED,(MONTHLY) Bread & Butter - ($25 + Tax),2025-06-09T20:32:39.507,2025-07-08T21:32:39.507,,,Credit Card,Fee,62063477,2025-06-05T04:04:44.503,2025-06-09T04:30:02.557,REDACTED,
Membership Fee,Membership Dues,Membership Sales (6001),26.66,25.0,1.65,5567565,,REDACTED,(MONTHLY) Bread & Butter - ($25 + Tax),2025-06-09T20:16:59.757,2025-07-08T21:16:59.757,,,Credit Card,Fee,62063478,2025-06-05T04:04:44.643,2025-06-09T04:30:04.487,REDACTED,
Membership Fee,Membership Dues,Membership Sales (6001),26.66,25.0,1.65,6239373,,REDACTED,(MONTHLY) Bread & Butter - ($25 + Tax),2025-06-09T23:32:29.87,2025-07-09T00:32:29.87,,,Credit Card,Fee,62063479,2025-06-05T04:04:44.767,2025-06-09T04:30:06.017,REDACTED,
Event Registration,All Levels w/ Challenge Court - All You Can Play $15 Flat - Free with Basic and Premium Memberships,Organized Play Fees (6004),15.0,15.0,0.0,4031711,943272.0,REDACTED,DROP IN (FREE Membership - $10 When You Come),2025-06-07T13:00:00,2025-06-07T15:00:00,"Court #6, Court #7",,Account Credit,Fee,62068916,2025-06-05T08:11:53.617,2025-06-05T09:16:36.293,REDACTED,
Event Registration,Intermediate - 3.0 - 3.5 Open Play,Organized Play Fees (6004),17.0,17.0,0.0,7137805,1938014.0,REDACTED,(MONTHLY) Bread & Butter - ($25 + Tax),2025-06-05T18:00:00,2025-06-05T20:00:00,"Court #3, Court #4",,Credit Card,Fee,62069911,2025-06-05T08:32:15.777,2025-06-05T17:31:56.197,REDACTED,
Event Registration, High Intermediate - 3.5 - 3.5+ Open Play,Organized Play Fees (6004),10.0,10.0,0.0,4888955,,REDACTED,Hollys Group,2025-06-06T09:00:00,2025-06-06T11:00:00,"Court #4, Court #5",,Credit Card,Fee,62070510,2025-06-05T08:44:25.497,2025-06-06T08:57:07.573,REDACTED,
Event Registration,Intermediate - 3.0 - 3.5 Open Play,Organized Play Fees (6004),27.0,27.0,0.0,4390219,,REDACTED,DROP IN (FREE Membership - $10 When You Come),2025-06-05T18:00:00,2025-06-05T20:00:00,"Court #3, Court #4",,Credit Card,Fee,62071006,2025-06-05T08:52:49.557,2025-06-05T17:32:09.713,REDACTED,
Reservation,Reserve Court: Singles,Court Fees (6002),40.0,40.0,0.0,4205761,,REDACTED,Dill-uxe Gherkins,2025-06-10T16:00:00,2025-06-10T18:00:00,Court #3,,Credit Card,Fee,62071300,2025-06-05T08:56:47.02,2025-06-10T16:36:10.933,REDACTED,
Event Registration,Private Event - Glenn's Private Group,Court Fees (6002),13.0,13.0,0.0,5569107,1391077.0,REDACTED,DROP IN (FREE Membership - $10 When You Come),2025-06-05T11:00:00,2025-06-05T13:00:00,"Court #3, Court #4, Court #5",,Credit Card,Fee,62073030,2025-06-05T09:18:04.047,2025-06-05T11:08:36.15,REDACTED,
Event Registration,Private Event - Glenn's Private Group,Court Fees (6002),13.0,13.0,0.0,4291205,,REDACTED,(MONTHLY) Bread & Butter - ($25 + Tax),2025-06-05T11:00:00,2025-06-05T13:00:00,"Court #3, Court #4, Court #5",,Credit Card,Fee,62073031,2025-06-05T09:18:04.107,2025-06-05T11:08:52.073,REDACTED,
Event Registration,Private Event - Glenn's Private Group,Court Fees (6002),13.0,13.0,0.0,3692283,,REDACTED,The Founders,2025-06-05T11:00:00,2025-06-05T13:00:00,"Court #3, Court #4, Court #5",,Credit Card,Fee,62073032,2025-06-05T09:18:04.17,2025-06-05T11:09:19.14,REDACTED,
Event Registration,Private Event - Glenn's Private Group,Court Fees (6002),13.0,13.0,0.0,5569074,1391077.0,REDACTED,DROP IN (FREE Membership - $10 When You Come),2025-06-05T11:00:00,2025-06-05T13:00:00,"Court #3, Court #4, Court #5",,Credit Card,Fee,62073033,2025-06-05T09:18:04.233,2025-06-05T11:08:46.033,REDACTED,
Event Registration,Private Event - Glenn's Private Group,Court Fees (6002),13.0,13.0,0.0,3692021,1892067.0,REDACTED,The Founders,2025-06-05T11:00:00,2025-06-05T13:00:00,"Court #3, Court #4, Court #5",,Credit Card,Fee,62073034,2025-06-05T09:18:04.297,2025-06-05T11:08:30.733,REDACTED,
Event Registration,Private Event - Glenn's Private Group,Court Fees (6002),13.0,13.0,0.0,4925089,,REDACTED,DROP IN (FREE Membership - $10 When You Come),2025-06-05T11:00:00,2025-06-05T13:00:00,"Court #3, Court #4, Court #5",,Credit Card,Fee,62073035,2025-06-05T09:18:04.377,2025-06-05T11:09:12.52,REDACTED,
Event Registration,Advanced Invitational Group - 4.5+ Open Play,Organized Play Fees (6004),17.0,17.0,0.0,5665815,,REDACTED,Premium Membership w. Payment Plan,2025-06-05T20:00:00,2025-06-05T23:00:00,Court #1,,Credit Card,Fee,62074189,2025-06-05T09:34:41.593,2025-06-05T20:24:29.153,REDACTED,
Event Registration, High Intermediate - 3.5 - 3.5+ Open Play,Organized Play Fees (6004),27.0,27.0,0.0,7099716,,REDACTED,DROP IN (FREE Membership - $10 When You Come),2025-06-07T11:00:00,2025-06-07T13:00:00,Court #6,,Credit Card,Fee,62074770,2025-06-05T09:42:50.29,2025-06-07T10:53:35.403,REDACTED,
Lesson,Private Lesson,Lesson Fees (6003),100.0,100.0,0.0,5948764,1525383.0,REDACTED,DROP IN (FREE Membership - $10 When You Come),2025-06-08T12:00:00,2025-06-08T13:00:00,Court #1,B. Friedman,Credit Card,Fee,62078526,2025-06-05T10:29:11.25,2025-06-08T12:14:33.457,REDACTED,
Event Registration,All Levels w/ Challenge Court - All You Can Play $15 Flat - Free with Basic and Premium Memberships,Organized Play Fees (6004),15.0,15.0,0.0,7419690,,REDACTED,DROP IN (FREE Membership - $10 When You Come),2025-06-07T13:00:00,2025-06-07T15:00:00,"Court #6, Court #7",,Credit Card,Fee,62078646,2025-06-05T10:30:31.65,2025-06-05T10:31:08.2,REDACTED,
Event Registration,Low Advanced - 3.75+ Open Play,Organized Play Fees (6004),5.0,5.0,0.0,3948552,,REDACTED,Basic Membership w. Payment Plan,2025-06-09T20:00:00,2025-06-09T22:00:00,"Court #6, Court #7, Court #8",,Credit Card,Fee,62078700,2025-06-05T10:31:13.947,2025-06-09T20:11:47.837,REDACTED,
Event Registration,Low Advanced - 3.75+ Open Play,Organized Play Fees (6004),27.0,27.0,0.0,4559447,1056121.0,REDACTED,DROP IN (FREE Membership - $10 When You Come),2025-06-05T18:00:00,2025-06-05T20:00:00,"Court #1, Court #2",,Credit Card,Fee,62079156,2025-06-05T10:36:46.543,2025-06-05T17:30:55.477,REDACTED,
Event Registration,Low Advanced - 3.75+ Open Play,Organized Play Fees (6004),17.0,17.0,0.0,4176820,1056121.0,REDACTED,Bread & Butter Annual ($270 + Tax),2025-06-05T18:00:00,2025-06-05T20:00:00,"Court #1, Court #2",,Credit Card,Fee,62079157,2025-06-05T10:36:46.56,2025-06-05T17:30:49.4,REDACTED,
Event Registration,Intermediate - 3.0 - 3.5 Open Play,Organized Play Fees (6004),27.0,27.0,0.0,7133403,,REDACTED,(MONTHLY) Bread & Butter - ($25 + Tax),2025-06-07T11:00:00,2025-06-07T13:00:00,"Court #7, Court #8",,Credit Card,Fee,62080387,2025-06-05T10:53:35.94,2025-06-07T11:14:15.083,REDACTED,
Reservation,"Drilling with The Titan Ball Machine $70 per HR ($2,299 Value)",Court Fees (6002),35.0,35.0,0.0,4971642,1471975.0,REDACTED,Basic Membership w. Payment Plan,2025-06-07T10:00:00,2025-06-07T11:00:00,Court #2,,Credit Card,Fee,62081473,2025-06-05T11:05:36.81,2025-06-19T17:48:32.553,REDACTED,
Event Registration,Advanced - 4.0 Open Play,Organized Play Fees (6004),27.0,27.0,0.0,7138291,,REDACTED,(MONTHLY) Bread & Butter - ($25 + Tax),2025-06-05T17:30:00,2025-06-05T19:30:00,Court #5,,Credit Card,Fee,62083537,2025-06-05T11:30:56.69,2025-06-05T13:32:34.713,REDACTED,
Event Registration, High Intermediate - 3.5 - 3.5+ Open Play,Organized Play Fees (6004),17.0,17.0,0.0,4212642,,REDACTED,Sweet & Sour,2025-06-06T09:00:00,2025-06-06T11:00:00,"Court #4, Court #5",,Credit Card,Fee,62096052,2025-06-05T13:50:06.56,2025-06-06T08:58:38.077,REDACTED,
Reservation,Reserve Court: Doubles,Court Fees (6002),5.0,5.0,0.0,4294083,,REDACTED,Basic Membership w. Payment Plan,2025-06-06T07:00:00,2025-06-06T09:00:00,Court #1,,Credit Card,Fee,62099937,2025-06-05T14:35:31.02,2025-06-06T07:10:21.847,REDACTED,
