FeeCategoryName,ItemName,RevenueCategoryName,Amount,AmountWithNoTax,TaxTotal,OrgMemberId,OrgMemberFamilyId,MemberFullName,MembershipName,Start,End,CourtLabels,InstructorNames,PaymentType,TransactionType,TransactionId,TransactionDate,PaidDate,FamilyName,ItemCost
Event Registration,Low Advanced - 3.75+ Open Play,Organized Play Fees (6004),5.0,5.0,0.0,4309364,1270879.0,REDACTED,Basic Membership w. Payment Plan,2025-07-01T20:00:00,2025-07-01T22:00:00,"Court #4, Court #5, Court #6, Court #7",,Credit Card,Fee,64374204,2025-07-01T12:52:12.607,2025-07-02T08:51:28.423,REDACTED,
Reservation,Reserve Court: Singles,Court Fees (6002),40.0,40.0,0.0,6330303,,REDACTED,DROP IN (FREE Membership - $10 When You Come),2025-06-29T20:00:00,2025-06-29T21:00:00,Court #1,,Credit Card,Refund - CC,64377980,2025-07-01T13:28:03.943,2025-07-01T13:28:03.943,REDACTED,
Reservation,Reserve Court: Singles,Court Fees (6002),10.0,10.0,0.0,4121929,,REDACTED,Basic Membership,2025-07-01T18:00:00,2025-07-01T20:00:00,Court #5,,Credit Card,Fee,64380035,2025-07-01T13:49:24.797,2025-07-01T17:50:16.45,REDACTED,
Reservation,Reserve Court: Singles,Court Fees (6002),10.0,10.0,0.0,4676393,,REDACTED,Basic Membership w. Payment Plan,2025-07-01T18:00:00,2025-07-01T20:00:00,Court #5,,Credit Card,Fee,64380036,2025-07-01T13:49:24.813,2025-07-01T17:50:24.53,REDACTED,
Event Registration,Cross Club Practice - 4.5+ Cross Club Team Practice,Organized Play Fees (6004),17.0,17.0,0.0,3633754,,REDACTED,Coaches Deal,2025-06-09T18:00:00,2025-06-09T20:00:00,Court #1,,Credit Card,Fee,64380237,2025-07-01T13:51:37.353,2025-07-01T13:51:46.443,REDACTED,
Event Registration,Low Advanced - 3.75+ Open Play,Organized Play Fees (6004),27.0,27.0,0.0,6274946,,REDACTED,DROP IN (FREE Membership - $10 When You Come),2025-07-01T20:00:00,2025-07-01T22:00:00,"Court #4, Court #5, Court #6, Court #7",,Credit Card,Fee,64380869,2025-07-01T13:58:33.593,2025-07-01T19:28:14.46,REDACTED,
Event Registration,All Levels w/ Challenge Court - All Levels Open Play,Organized Play Fees (6004),25.0,25.0,0.0,6850791,,REDACTED,DROP IN (FREE Membership - $10 When You Come),2025-07-01T15:00:00,2025-07-01T17:00:00,"Court #5, Court #6, Court #7, Court #8",,Credit Card,Fee,64384049,2025-07-01T14:29:38.013,2025-07-01T14:30:50.067,REDACTED,
Event Registration,Low Advanced - 3.75+ Open Play,Organized Play Fees (6004),5.0,5.0,0.0,3948552,,REDACTED,Basic Membership w. Payment Plan,2025-07-01T20:00:00,2025-07-01T22:00:00,"Court #4, Court #5, Court #6, Court #7",,Credit Card,Fee,64385823,2025-07-01T14:48:51.417,2025-07-02T08:50:48.237,REDACTED,
Event Registration,Low Advanced - 3.75+ Open Play,Organized Play Fees (6004),5.0,5.0,0.0,4918536,,REDACTED,Basic Membership w. Payment Plan,2025-07-01T20:00:00,2025-07-01T22:00:00,"Court #4, Court #5, Court #6, Court #7",,Credit Card,Fee,64387037,2025-07-01T15:00:01.197,2025-07-02T08:51:39.65,REDACTED,
Event Registration,Low Advanced - 3.75+ Open Play,Organized Play Fees (6004),5.0,5.0,0.0,5159887,,REDACTED,Basic Membership,2025-07-01T20:00:00,2025-07-01T22:00:00,"Court #4, Court #5, Court #6, Court #7",,Credit Card,Fee,64387038,2025-07-01T15:00:01.383,2025-07-02T08:50:38.72,REDACTED,
Event Registration,Low Advanced - 3.75+ Open Play,Organized Play Fees (6004),17.0,17.0,0.0,4435577,,REDACTED,(MONTHLY) Bread & Butter - ($25 + Tax),2025-07-01T20:00:00,2025-07-01T22:00:00,"Court #4, Court #5, Court #6, Court #7",,Credit Card,Fee,64387039,2025-07-01T15:00:01.427,2025-07-02T08:51:34.17,REDACTED,
Event Registration,Low Advanced - 3.75+ Open Play,Organized Play Fees (6004),17.0,17.0,0.0,4288109,,REDACTED,Sweet & Sour,2025-07-01T20:00:00,2025-07-01T22:00:00,"Court #4, Court #5, Court #6, Court #7",,Credit Card,Fee,64387925,2025-07-01T15:06:48.027,2025-07-02T08:51:07.953,REDACTED,
Event Registration,Low Advanced - 3.75+ Open Play,Organized Play Fees (6004),27.0,27.0,0.0,4193949,,REDACTED,DROP IN (FREE Membership - $10 When You Come),2025-07-01T20:00:00,2025-07-01T22:00:00,"Court #4, Court #5, Court #6, Court #7",,Credit Card,Fee,64388020,2025-07-01T15:07:44.337,2025-07-02T08:51:16.61,REDACTED,
Event Registration,Low Advanced - 3.75+ Open Play,Organized Play Fees (6004),17.0,17.0,0.0,4646405,,REDACTED,(MONTHLY) Bread & Butter - ($25 + Tax),2025-07-01T20:00:00,2025-07-01T22:00:00,"Court #4, Court #5, Court #6, Court #7",,Credit Card,Fee,64388092,2025-07-01T15:08:34.32,2025-07-02T08:50:33.007,REDACTED,
Event Registration,Rondot Championship Cup - Rondot Cup Championship - Men's Doubles 3.0-3.49,,7.0,7.0,0.0,6574928,,REDACTED,DROP IN (FREE Membership - $10 When You Come),2025-08-02T11:00:00,2025-08-02T15:00:00,"Court #1, Court #2, Court #3, Court #4, Court #5, Court #6, Court #7, Court #8",,Account Credit,Fee,64390120,2025-07-01T15:28:18.787,2025-07-01T15:31:40.83,REDACTED,
Event Registration,Rondot Championship Cup - Rondot Cup Championship - Men's Doubles 3.0-3.49,,18.0,18.0,0.0,6574928,,REDACTED,DROP IN (FREE Membership - $10 When You Come),2025-08-02T11:00:00,2025-08-02T15:00:00,"Court #1, Court #2, Court #3, Court #4, Court #5, Court #6, Court #7, Court #8",,Credit Card,Fee,64390120,2025-07-01T15:28:18.787,2025-07-01T15:31:40.813,REDACTED,
Reservation,Reserve Court: Doubles,Court Fees (6002),20.0,20.0,0.0,7455282,,REDACTED,DROP IN (FREE Membership - $10 When You Come),2025-07-02T13:00:00,2025-07-02T15:00:00,Court #3,,Credit Card,Fee,64390266,2025-07-01T15:29:58.05,2025-07-01T15:30:19.407,REDACTED,
Reservation,Reserve Court: Doubles,Court Fees (6002),30.0,30.0,0.0,7455282,,REDACTED,DROP IN (FREE Membership - $10 When You Come),2025-07-02T13:00:00,2025-07-02T15:00:00,Court #3,,Credit Card,Fee,64390266,2025-07-01T15:29:58.05,2025-07-02T11:11:38.5,REDACTED,
Event Registration,Rondot Championship Cup - Rondot Cup Championship - Men's Doubles 3.0-3.49,,7.0,7.0,0.0,6574962,,REDACTED,DROP IN (FREE Membership - $10 When You Come),2025-08-02T11:00:00,2025-08-02T15:00:00,"Court #1, Court #2, Court #3, Court #4, Court #5, Court #6, Court #7, Court #8",,Account Credit,Fee,64391167,2025-07-01T15:38:22.27,2025-07-01T15:39:14.69,REDACTED,
Event Registration,Rondot Championship Cup - Rondot Cup Championship - Men's Doubles 3.0-3.49,,18.0,18.0,0.0,6574962,,REDACTED,DROP IN (FREE Membership - $10 When You Come),2025-08-02T11:00:00,2025-08-02T15:00:00,"Court #1, Court #2, Court #3, Court #4, Court #5, Court #6, Court #7, Court #8",,Credit Card,Fee,64391167,2025-07-01T15:38:22.27,2025-07-01T15:39:14.69,REDACTED,
Event Registration, High Intermediate - Ladies Night High Intermediate,Organized Play Fees (6004),17.0,17.0,0.0,3635610,,REDACTED,The Founders,2025-07-02T18:00:00,2025-07-02T20:00:00,"Court #3, Court #4, Court #5",,Credit Card,Fee,64394123,2025-07-01T15:58:56.177,2025-07-02T17:47:36.237,REDACTED,
Misc Fee,Misc. Fee: Payment for daughter ( 7/1/25) all levels open play ,Court Fees (6002),25.0,25.0,0.0,6850791,,REDACTED,DROP IN (FREE Membership - $10 When You Come),2025-07-01T16:02:23.17,2025-07-01T16:02:23.17,,,Credit Card,Fee,64394693,2025-07-01T16:02:23.17,2025-07-01T16:02:34.687,REDACTED,
Event Registration,Low Advanced - 3.75+ Open Play,Organized Play Fees (6004),17.0,17.0,0.0,4269362,,REDACTED,Sweet & Sour,2025-07-01T18:00:00,2025-07-01T20:00:00,"Court #1, Court #2, Court #3",,Credit Card,Fee,64396814,2025-07-01T16:18:56.537,2025-07-01T17:51:44.55,REDACTED,
Event Registration,Low Advanced - 3.75+ Open Play,Organized Play Fees (6004),5.0,5.0,0.0,5747219,,REDACTED,Basic Membership,2025-07-02T20:00:00,2025-07-02T22:00:00,Court #8,,Credit Card,Fee,64397824,2025-07-01T16:28:30.06,2025-07-02T20:04:52.787,REDACTED,
Reservation,Reserve Court: Doubles,Court Fees (6002),20.0,20.0,0.0,6051471,,REDACTED,DROP IN (FREE Membership - $10 When You Come),2025-07-04T09:00:00,2025-07-04T11:00:00,"Court #1, Court #2, Court #3",,Credit Card,Fee,64398095,2025-07-01T16:31:25.863,2025-07-04T09:47:06.107,REDACTED,
Reservation,Reserve Court: Doubles,Court Fees (6002),20.0,20.0,0.0,6785232,1780857.0,REDACTED,Bread & Butter Annual ($270 + Tax),2025-07-04T09:00:00,2025-07-04T11:00:00,"Court #1, Court #2, Court #3",,Credit Card,Fee,64398096,2025-07-01T16:31:25.883,2025-07-04T09:45:31.31,REDACTED,
Reservation,Reserve Court: Doubles,Court Fees (6002),5.0,5.0,0.0,3668700,,REDACTED,Basic - Founders,2025-07-04T09:00:00,2025-07-04T11:00:00,"Court #1, Court #2, Court #3",,Credit Card,Fee,64398097,2025-07-01T16:31:25.917,2025-07-04T09:45:22.947,REDACTED,
Reservation,Reserve Court: Doubles,Court Fees (6002),5.0,5.0,0.0,3668835,,REDACTED,Basic - Founders,2025-07-04T09:00:00,2025-07-04T11:00:00,"Court #1, Court #2, Court #3",,Credit Card,Fee,64398098,2025-07-01T16:31:25.93,2025-07-04T09:45:16.98,REDACTED,
Event Registration,Intermediate - 3.0 - 3.5 Open Play,Organized Play Fees (6004),27.0,27.0,0.0,4461899,1032546.0,REDACTED,DROP IN (FREE Membership - $10 When You Come),2025-07-02T18:00:00,2025-07-02T20:00:00,"Court #6, Court #7, Court #8",,Credit Card,Fee,64398818,2025-07-01T16:37:20.713,2025-07-02T17:45:45.48,REDACTED,
Reservation,Reserve Court: Doubles,Court Fees (6002),5.0,5.0,0.0,5490708,,REDACTED,Basic Membership w. Payment Plan,2025-07-01T20:00:00,2025-07-01T22:00:00,Court #3,,Credit Card,Fee,64402471,2025-07-01T17:06:57.45,2025-07-02T08:50:14.617,REDACTED,
Reservation,Reserve Court: Doubles,Court Fees (6002),5.0,5.0,0.0,4257437,,REDACTED,Basic Membership w. Payment Plan,2025-07-01T20:00:00,2025-07-01T22:00:00,Court #3,,Credit Card,Fee,64402472,2025-07-01T17:06:57.483,2025-07-02T08:50:07.953,REDACTED,
Reservation,Reserve Court: Doubles,Court Fees (6002),5.0,5.0,0.0,5149833,1240693.0,REDACTED,Basic Membership w. Payment Plan,2025-07-01T20:00:00,2025-07-01T22:00:00,Court #3,,Credit Card,Fee,64402473,2025-07-01T17:06:57.51,2025-07-01T23:26:26.197,REDACTED,
Reservation,Reserve Court: Doubles,Court Fees (6002),5.0,5.0,0.0,5054085,,REDACTED,Basic Membership,2025-07-01T20:00:00,2025-07-01T22:00:00,Court #3,,Credit Card,Fee,64402474,2025-07-01T17:06:57.55,2025-07-02T08:50:21.463,REDACTED,
Event Registration,Private Event - Glenn's Private Group,Court Fees (6002),5.0,5.0,0.0,4010709,940128.0,REDACTED,Basic Membership w. Payment Plan,2025-07-03T11:00:00,2025-07-03T13:00:00,"Court #3, Court #4",,Credit Card,Fee,64404100,2025-07-01T17:23:01.853,2025-07-03T10:50:52.617,REDACTED,
Reservation,Reserve Court: Doubles,Court Fees (6002),25.0,25.0,0.0,7612017,,REDACTED,DROP IN (FREE Membership - $10 When You Come),2025-07-02T16:00:00,2025-07-02T17:00:00,Court #1,,Credit Card,Fee,64405127,2025-07-01T17:34:21.473,2025-07-29T12:21:34.793,REDACTED,
Reservation,Reserve Court: Singles,Court Fees (6002),40.0,40.0,0.0,4224908,996527.0,REDACTED,(MONTHLY) Bread & Butter - ($25 + Tax),2025-07-01T18:00:00,2025-07-01T20:00:00,Court #5,,Credit Card,Fee,64405665,2025-07-01T17:38:22.17,2025-07-01T17:51:00.66,REDACTED,
Reservation,Reserve Court: Singles,Court Fees (6002),40.0,40.0,0.0,4371832,,REDACTED,Sweet & Sour - Seniors,2025-07-01T18:00:00,2025-07-01T20:00:00,Court #5,,Credit Card,Fee,64405666,2025-07-01T17:38:22.183,2025-07-01T17:51:06.997,REDACTED,
Event Registration,All Levels w/ Challenge Court - ALL LEVELS Open Play - $20 Flat - Free with Basic & Premium Memberships,Organized Play Fees (6004),20.0,20.0,0.0,6415678,,REDACTED,DROP IN (FREE Membership - $10 When You Come),2025-07-06T18:00:00,2025-07-06T21:00:00,"Court #3, Court #4, Court #5, Court #6, Court #7, Court #8",,Credit Card,Fee,64406561,2025-07-01T17:46:12.973,2025-07-01T17:47:16.23,REDACTED,
Event Registration,All Levels w/ Challenge Court - ALL LEVELS Open Play - $20 Flat - Free with Basic & Premium Memberships,Organized Play Fees (6004),60.0,60.0,0.0,7621495,1973614.0,REDACTED,DROP IN (FREE Membership - $10 When You Come),2025-07-01T22:00:00,2025-07-01T23:59:00,"Court #1, Court #2, Court #3, Court #4, Court #5, Court #6, Court #7, Court #8",,Credit Card,Fee,64410747,2025-07-01T18:24:04.55,2025-07-01T21:52:34.573,REDACTED,
Event Registration,Intermediate - 3.0 - 3.5 Open Play,Organized Play Fees (6004),17.0,17.0,0.0,4391009,,REDACTED,Bread & Butter Annual ($270 + Tax),2025-07-09T17:00:00,2025-07-09T19:00:00,"Court #6, Court #7, Court #8",,Credit Card,Fee,64414021,2025-07-01T18:57:29.99,2025-07-09T17:01:56.787,REDACTED,
Event Registration,Low Advanced - 3.75+ Open Play,Organized Play Fees (6004),17.0,17.0,0.0,5756648,,REDACTED,(MONTHLY) Bread & Butter - ($25 + Tax),2025-07-01T20:00:00,2025-07-01T22:00:00,"Court #4, Court #5, Court #6, Court #7",,Credit Card,Fee,64414614,2025-07-01T19:02:23.963,2025-07-02T08:52:21.75,REDACTED,
Event Registration,Low Advanced - 3.75+ Open Play,Organized Play Fees (6004),17.0,17.0,0.0,6569183,,REDACTED,Gympass- New Member,2025-07-01T20:00:00,2025-07-01T22:00:00,"Court #4, Court #5, Court #6, Court #7",,Credit Card,Fee,64414942,2025-07-01T19:05:18.283,2025-07-02T08:51:02.173,REDACTED,
POS,Drinks - Muscle Milk ,Other POS (6006),6.0,6.0,0.0,4718604,,REDACTED,Basic Membership w. Payment Plan,2025-07-01T19:14:07.06,2025-07-01T19:14:07.06,,,Credit Card,Fee,64415822,2025-07-01T19:14:07.06,2025-07-01T19:14:07.06,REDACTED,0.0
Reservation,Reserve Court: Doubles,Court Fees (6002),20.0,20.0,0.0,3665508,,REDACTED,The Founders,2025-07-08T18:00:00,2025-07-08T20:00:00,"Court #1, Court #2",,Credit Card,Fee,64416551,2025-07-01T19:21:12.89,2025-07-08T18:36:58.007,REDACTED,
Reservation,Reserve Court: Doubles,Court Fees (6002),20.0,20.0,0.0,3664709,,REDACTED,The Founders,2025-07-08T18:00:00,2025-07-08T20:00:00,"Court #1, Court #2",,Credit Card,Fee,64416552,2025-07-01T19:21:12.953,2025-07-08T18:37:07.073,REDACTED,
Reservation,Reserve Court: Doubles,Court Fees (6002),20.0,20.0,0.0,3664711,,REDACTED,The Founders,2025-07-08T18:00:00,2025-07-08T20:00:00,"Court #1, Court #2",,Credit Card,Fee,64416553,2025-07-01T19:21:13.04,2025-07-08T18:37:17.927,REDACTED,
Event Registration,All Levels w/ Challenge Court - All Levels Open Play,Organized Play Fees (6004),25.0,25.0,0.0,4715000,,REDACTED,DROP IN (FREE Membership - $10 When You Come),2025-07-04T11:00:00,2025-07-04T13:00:00,"Court #1, Court #2, Court #3, Court #4, Court #5",,Credit Card,Fee,64416916,2025-07-01T19:24:11.053,2025-07-01T19:24:35.057,REDACTED,
Membership Fee,,Membership Sales (6001),26.66,25.0,1.65,6178504,,REDACTED,DROP IN (FREE Membership - $10 When You Come),,2025-07-01T19:26:52.05,,,Credit Card,Refund - CC,64417267,2025-07-01T19:26:52.05,2025-07-01T19:26:52.05,REDACTED,
POS,Equipment - Premium Paddle Demo - 1 Hour,Other POS (6006),5.33,5.0,0.33,5159887,,REDACTED,Basic Membership,2025-07-01T19:52:08.213,2025-07-01T19:52:08.213,,,Credit Card,Fee,64419787,2025-07-01T19:52:08.213,2025-07-01T19:52:08.213,REDACTED,0.0
Event Registration,Intermediate - 3.0 - 3.5 Open Play,Organized Play Fees (6004),27.0,27.0,0.0,6629468,,REDACTED,DROP IN (FREE Membership - $10 When You Come),2025-06-30T18:00:00,2025-06-30T20:00:00,"Court #4, Court #5, Court #6",,Credit Card,Refund - CC,64421253,2025-07-01T20:07:18.483,2025-07-01T20:07:18.483,REDACTED,
Event Registration,Intermediate - 3.0 - 3.5 Open Play,Organized Play Fees (6004),27.0,27.0,0.0,6787129,,REDACTED,DROP IN (FREE Membership - $10 When You Come),2025-06-30T18:00:00,2025-06-30T20:00:00,"Court #4, Court #5, Court #6",,Credit Card,Refund - CC,64421349,2025-07-01T20:08:37.587,2025-07-01T20:08:37.587,REDACTED,
Event Registration,All Levels w/ Challenge Court - ALL LEVELS Open Play - $20 Flat - Free with Basic & Premium Memberships,Organized Play Fees (6004),20.0,20.0,0.0,6042303,,REDACTED,DROP IN (FREE Membership - $10 When You Come),2025-07-01T22:00:00,2025-07-01T23:59:00,"Court #1, Court #2, Court #3, Court #4, Court #5, Court #6, Court #7, Court #8",,Credit Card,Fee,64423310,2025-07-01T20:33:36.917,2025-07-01T21:59:35.193,REDACTED,
Reservation,Reserve Court: Doubles,Court Fees (6002),20.0,20.0,0.0,5703911,1497596.0,REDACTED,DROP IN (FREE Membership - $10 When You Come),2025-07-04T09:00:00,2025-07-04T11:00:00,"Court #1, Court #2, Court #3",,Credit Card,Fee,64423358,2025-07-01T20:34:25.153,2025-07-04T09:46:02.743,REDACTED,
Event Registration,All Levels w/ Challenge Court - ALL LEVELS Open Play - $20 Flat - Free with Basic & Premium Memberships,Organized Play Fees (6004),20.0,20.0,0.0,7622723,,REDACTED,DROP IN (FREE Membership - $10 When You Come),2025-07-01T22:00:00,2025-07-01T23:59:00,"Court #1, Court #2, Court #3, Court #4, Court #5, Court #6, Court #7, Court #8",,Credit Card,Fee,64424041,2025-07-01T20:43:39.553,2025-07-01T21:54:55.803,REDACTED,
Event Registration,All Levels w/ Challenge Court - ALL LEVELS Open Play - $20 Flat - Free with Basic & Premium Memberships,Organized Play Fees (6004),20.0,20.0,0.0,7622728,,REDACTED,DROP IN (FREE Membership - $10 When You Come),2025-07-01T22:00:00,2025-07-01T23:59:00,"Court #1, Court #2, Court #3, Court #4, Court #5, Court #6, Court #7, Court #8",,Credit Card,Fee,64424042,2025-07-01T20:43:39.6,2025-07-01T21:58:06.127,REDACTED,
POS,Drinks - Gatorade ,Other POS (6006),2.5,2.5,0.0,4918536,,REDACTED,Basic Membership w. Payment Plan,2025-07-01T21:27:12.733,2025-07-01T21:27:12.733,,,Credit Card,Fee,64427452,2025-07-01T21:27:12.733,2025-07-01T21:27:12.733,REDACTED,0.0
Account Recurring Fee,Recurring Fee - Premium Membership Monthly Payment Plan,Membership Sales (6001),106.62,100.0,6.62,3633419,,REDACTED,Premium Membership w. Payment Plan,2025-07-07T00:00:00,2025-08-06T00:00:00,,,Credit Card,Fee,64436420,2025-07-02T01:31:13.803,2025-07-26T11:59:21.273,REDACTED,
Account Recurring Fee,Recurring Fee - Basic Membership Monthly Payment Plan,Membership Sales (6001),106.62,100.0,6.62,4289939,,REDACTED,Basic Membership w. Payment Plan,2025-07-07T00:00:00,2025-08-06T00:00:00,,,Credit Card,Fee,64436422,2025-07-02T01:31:16.547,2025-07-26T12:00:17.433,REDACTED,
Account Recurring Fee,Recurring Fee - Paddle Demo Program,Other POS (6006),10.66,10.0,0.66,4620166,,REDACTED,DROP IN (FREE Membership - $10 When You Come),2025-07-04T01:00:00,2025-08-03T01:00:00,,,Credit Card,Fee,64436423,2025-07-02T01:31:18.87,2025-07-26T12:00:43.837,REDACTED,
Membership Fee,Membership Dues,Membership Sales (6001),213.25,200.0,13.25,3653235,,REDACTED,Premium Membership,2025-07-06T19:16:51.8,2025-08-05T20:16:51.8,,,Credit Card,Fee,64437696,2025-07-02T03:41:57.46,2025-07-06T04:32:32.8,REDACTED,
Membership Fee,Membership Dues,Membership Sales (6001),213.25,200.0,13.25,3714758,,REDACTED,Premium Membership,2025-07-06T19:28:24.52,2025-08-05T20:28:24.52,,,Credit Card,Fee,64437697,2025-07-02T03:41:57.6,2025-07-06T04:32:34.123,REDACTED,
Membership Fee,Membership Dues,Membership Sales (6001),26.66,25.0,1.65,4435577,,REDACTED,(MONTHLY) Bread & Butter - ($25 + Tax),2025-07-07T01:00:00,2025-08-06T02:00:00,,,Credit Card,Fee,64437698,2025-07-02T03:41:57.727,2025-07-06T04:32:35.447,REDACTED,
Membership Fee,Membership Dues,Membership Sales (6001),106.62,100.0,6.62,5747219,,REDACTED,Basic Membership,2025-07-07T01:00:00,2025-08-06T02:00:00,,,Credit Card,Fee,64437699,2025-07-02T03:41:57.857,2025-07-06T04:32:38.517,REDACTED,
Reservation,Reserve Court: Doubles,Court Fees (6002),17.5,17.5,0.0,4283029,,REDACTED,DROP IN (FREE Membership - $10 When You Come),2025-07-05T16:30:00,2025-07-05T18:30:00,Court #1,,Credit Card,Fee,64448518,2025-07-02T08:53:19.273,2025-07-26T12:00:12.22,REDACTED,
Event Registration, High Intermediate - Ladies Night High Intermediate,Organized Play Fees (6004),17.0,17.0,0.0,3673738,1173649.0,REDACTED,The Founders,2025-07-07T18:00:00,2025-07-07T20:00:00,"Court #1, Court #2",,Credit Card,Fee,64451276,2025-07-02T09:26:26.383,2025-07-07T18:02:41.317,REDACTED,
Event Registration, High Intermediate - 3.5 - 3.5+ Open Play,Organized Play Fees (6004),5.0,5.0,0.0,4241427,,REDACTED,Basic Membership w. Payment Plan,2025-07-04T09:00:00,2025-07-04T11:00:00,Court #4,,Credit Card,Fee,64454900,2025-07-02T10:06:57.49,2025-07-04T09:18:43.28,REDACTED,
Reservation,Reserve Court: Doubles,Court Fees (6002),20.0,20.0,0.0,3687794,1892067.0,REDACTED,The Founders,2025-07-04T09:00:00,2025-07-04T11:00:00,"Court #1, Court #2, Court #3",,Credit Card,Fee,64455757,2025-07-02T10:15:52.243,2025-07-04T09:46:36.507,REDACTED,
Event Registration, High Intermediate - 3.5 - 3.5+ Open Play,Organized Play Fees (6004),5.0,5.0,0.0,4289939,,REDACTED,Basic Membership w. Payment Plan,2025-07-04T09:00:00,2025-07-04T11:00:00,Court #4,,Credit Card,Fee,64455913,2025-07-02T10:18:48.47,2025-07-04T08:54:12.337,REDACTED,
Event Registration,Intermediate - 3.0 - 3.5 Open Play,Organized Play Fees (6004),17.0,17.0,0.0,6785232,1780857.0,REDACTED,Bread & Butter Annual ($270 + Tax),2025-07-02T18:00:00,2025-07-02T20:00:00,"Court #6, Court #7, Court #8",,Credit Card,Fee,64458241,2025-07-02T10:47:45.463,2025-07-02T17:44:33.09,REDACTED,
Event Registration,Intermediate - 3.0 - 3.5 Open Play,Organized Play Fees (6004),17.0,17.0,0.0,6516363,,REDACTED,(MONTHLY) Bread & Butter - ($25 + Tax),2025-07-02T18:00:00,2025-07-02T20:00:00,"Court #6, Court #7, Court #8",,Credit Card,Fee,64458242,2025-07-02T10:47:45.527,2025-07-02T17:45:20.923,REDACTED,
Event Registration,Intermediate - 3.0 - 3.5 Open Play,Organized Play Fees (6004),17.0,17.0,0.0,4403131,,REDACTED,(MONTHLY) Bread & Butter - ($25 + Tax),2025-07-02T18:00:00,2025-07-02T20:00:00,"Court #6, Court #7, Court #8",,Credit Card,Fee,64458243,2025-07-02T10:47:45.567,2025-07-02T17:44:19.91,REDACTED,
Event Registration,Rondot Championship Cup - Rondot Cup Championship - Women's Doubles 3.0-3.49,,25.0,25.0,0.0,7626354,,REDACTED,DROP IN (FREE Membership - $10 When You Come),2025-08-02T15:00:00,2025-08-02T19:00:00,"Court #3, Court #4",,Credit Card,Fee,64458494,2025-07-02T10:50:23.28,2025-07-02T10:51:57.303,REDACTED,
Event Registration,Rondot Championship Cup - Rondot Cup Championship - Women's Doubles 3.0-3.49,,25.0,25.0,0.0,4263378,,REDACTED,DROP IN (FREE Membership - $10 When You Come),2025-08-02T15:00:00,2025-08-02T19:00:00,"Court #3, Court #4",,Credit Card,Fee,64459059,2025-07-02T10:55:51.81,2025-07-02T15:27:00.69,REDACTED,
Reservation,Reserve Court: Doubles,Court Fees (6002),20.0,20.0,0.0,4835529,,REDACTED,Sweet & Sour - Seniors,2025-07-04T09:00:00,2025-07-04T11:00:00,"Court #1, Court #2, Court #3",,Credit Card,Fee,64460090,2025-07-02T11:05:55.597,2025-07-04T09:46:29.94,REDACTED,
Reservation,Reserve Court: Doubles,Court Fees (6002),5.0,5.0,0.0,4289939,,REDACTED,Basic Membership w. Payment Plan,2025-07-02T11:00:00,2025-07-02T13:00:00,Court #2,,Credit Card,Fee,64461601,2025-07-02T11:19:04.207,2025-07-02T11:58:20.337,REDACTED,
Event Registration,Cross Club Events - Cross Club 4.0-4.5 Tryout,Court Fees (6002),20.0,20.0,0.0,3865184,,REDACTED,DROP IN (FREE Membership - $10 When You Come),2025-07-03T19:00:00,2025-07-03T21:00:00,"Court #1, Court #2",,Credit Card,Fee,64462120,2025-07-02T11:24:23.523,2025-07-03T18:34:05.07,REDACTED,
Reservation,Reserve Court: Doubles,Court Fees (6002),20.0,20.0,0.0,7486365,,REDACTED,DROP IN (FREE Membership - $10 When You Come),2025-07-04T09:00:00,2025-07-04T11:00:00,"Court #1, Court #2, Court #3",,Credit Card,Fee,64463628,2025-07-02T11:39:24.313,2025-07-04T09:46:22.873,REDACTED,
Event Registration,Cross Club Events - Cross Club 3.5-4.0 Tryout,Court Fees (6002),20.0,20.0,0.0,6030939,,REDACTED,DROP IN (FREE Membership - $10 When You Come),2025-07-02T20:00:00,2025-07-02T22:00:00,"Court #3, Court #4, Court #5, Court #6",,Credit Card,Fee,64463679,2025-07-02T11:40:12.207,2025-07-02T19:38:48.847,REDACTED,
Reservation,Reserve Court: Doubles,Court Fees (6002),5.0,5.0,0.0,4294083,,REDACTED,Basic Membership w. Payment Plan,2025-07-04T07:00:00,2025-07-04T09:00:00,Court #1,,Credit Card,Fee,64463875,2025-07-02T11:42:12.723,2025-07-04T07:56:05.883,REDACTED,
Reservation,Reserve Court: Doubles,Court Fees (6002),20.0,20.0,0.0,4322512,,REDACTED,(MONTHLY) Bread & Butter - ($25 + Tax),2025-07-04T07:00:00,2025-07-04T09:00:00,Court #1,,Credit Card,Fee,64463876,2025-07-02T11:42:12.78,2025-07-04T07:55:54.39,REDACTED,
Reservation,Reserve Court: Doubles,Court Fees (6002),5.0,5.0,0.0,5557732,,REDACTED,Basic Membership w. Payment Plan,2025-07-04T07:00:00,2025-07-04T09:00:00,Court #1,,Credit Card,Fee,64463877,2025-07-02T11:42:12.807,2025-07-04T07:56:00.36,REDACTED,
Reservation,Reserve Court: Doubles,Court Fees (6002),5.0,5.0,0.0,4294115,,REDACTED,Basic Membership w. Payment Plan,2025-07-04T07:00:00,2025-07-04T09:00:00,Court #1,,Credit Card,Fee,64463878,2025-07-02T11:42:12.827,2025-07-04T07:56:12.647,REDACTED,
